uuid,generation,location,parent-uuids,genetic-operators,push-program-size,plush-genome-size,push-program,plush-genome,total-error,TC0,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9
a43149e4-179f-4d91-9c5a-ea2ac63f9a59,0,891,[],:random,52,48,(integer_swap string_rest char_stackdepth vector_float_rot integer_fromboolean vector_boolean_last vector_boolean_take exec_yank code_nthcdr zip_next vector_string_dup vector_boolean_yank vector_float_length vector_boolean_concat string_rot zip_empty environment_begin vector_integer_butlast vector_float_pop vector_string_pushall string_split string_removechar environment_begin code_append return_code_pop char_stackdepth string_rot exec_pop (exec_do*range (code_nth vector_boolean_replacefirst) zip_yank return_fromboolean zip_yank) code_nthcdr string_contains vector_boolean_subvec vector_float_take code_atom float_div return_string_pop vector_integer_shove vector_integer_eq vector_integer_pop char_pop char_stackdepth exec_string_iterate (vector_string_empty)),"({:instruction integer_swap, :close 0} {:instruction string_rest, :close 0} {:instruction char_stackdepth, :close 0} {:instruction vector_float_rot, :close 0} {:instruction integer_fromboolean, :close 1} {:instruction vector_boolean_last, :close 1} {:instruction vector_boolean_take, :close 1} {:instruction exec_yank, :close 0} {:instruction code_nthcdr, :close 0} {:instruction zip_next, :close 1} {:instruction vector_string_dup, :close 0} {:instruction vector_boolean_yank, :close 1} {:instruction vector_float_length, :close 0} {:instruction vector_boolean_concat, :close 0} {:instruction string_rot, :close 0} {:instruction zip_empty, :close 0} {:instruction environment_begin, :close 0} {:instruction vector_integer_butlast, :close 1} {:instruction vector_float_pop, :close 0} {:instruction vector_string_pushall, :close 1} {:instruction string_split, :close 1} {:instruction string_removechar, :close 0} {:instruction environment_begin, :close 0} {:instruction code_append, :close 0} {:instruction return_code_pop, :close 0} {:instruction char_stackdepth, :close 0} {:instruction string_rot, :close 1} {:instruction exec_pop, :close 0} {:instruction exec_do*range, :close 0} {:instruction code_nth, :close 0} {:instruction vector_boolean_replacefirst, :close 1} {:instruction zip_yank, :close 0} {:instruction return_fromboolean, :close 0} {:instruction zip_yank, :close 1} {:instruction code_nthcdr, :close 0} {:instruction string_contains, :close 0} {:instruction vector_boolean_subvec, :close 0} {:instruction vector_float_take, :close 0} {:instruction code_atom, :close 0} {:instruction float_div, :close 0} {:instruction return_string_pop, :close 0} {:instruction vector_integer_shove, :close 0} {:instruction vector_integer_eq, :close 0} {:instruction vector_integer_pop, :close 0} {:instruction char_pop, :close 0} {:instruction char_stackdepth, :close 0} {:instruction exec_string_iterate, :close 0} {:instruction vector_string_empty, :close 1})",5,1,0,1,0,1,0,1,0,1,0
e993eae4-0e52-4b2f-8e7c-27e7a220abc6,0,892,[],:random,25,20,(integer_empty float_mult float_pop integer_flush zip_fromexec (vector_boolean_set vector_integer_pushall code_fromziproot) code_yank string_replacefirstchar string_fromboolean exec_pop (return_fromcode string_fromchar vector_integer_set string_replacefirst float_cos return_boolean_pop exec_do*times (return_fromexec ()))),"({:instruction integer_empty, :close 1} {:instruction float_mult, :close 0} {:instruction float_pop, :close 0} {:instruction integer_flush, :close 0} {:instruction zip_fromexec, :close 0} {:instruction vector_boolean_set, :close 0} {:instruction vector_integer_pushall, :close 0} {:instruction code_fromziproot, :close 1} {:instruction code_yank, :close 1} {:instruction string_replacefirstchar, :close 1} {:instruction string_fromboolean, :close 0} {:instruction exec_pop, :close 0} {:instruction return_fromcode, :close 0} {:instruction string_fromchar, :close 0} {:instruction vector_integer_set, :close 0} {:instruction string_replacefirst, :close 0} {:instruction float_cos, :close 0} {:instruction return_boolean_pop, :close 0} {:instruction exec_do*times, :close 0} {:instruction return_fromexec, :close 1})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
1528cb98-c588-4c25-9fde-2de66352dda7,0,893,[],:random,30,29,(vector_integer_stackdepth integer_rot string_replacefirstchar float_min char_swap char_dup integer_dup code_fromzipchildren vector_boolean_length float_swap code_dup vector_boolean_last float_swap integer_yankdup vector_float_reverse zip_pop vector_integer_pop boolean_xor boolean_shove vector_string_dup boolean_or vector_string_flush integer_lt vector_string_emptyvector vector_string_concat float_div vector_float_flush integer_yank boolean_fromfloat),"({:instruction vector_integer_stackdepth, :close 0} {:instruction integer_rot, :close 0} {:instruction string_replacefirstchar, :close 0} {:instruction float_min, :close 0} {:instruction char_swap, :close 1} {:instruction char_dup, :close 0} {:instruction integer_dup, :close 1} {:instruction code_fromzipchildren, :close 0} {:instruction vector_boolean_length, :close 0} {:instruction float_swap, :close 0} {:instruction code_dup, :close 0} {:instruction vector_boolean_last, :close 0} {:instruction float_swap, :close 0} {:instruction integer_yankdup, :close 0} {:instruction vector_float_reverse, :close 0} {:instruction zip_pop, :close 0} {:instruction vector_integer_pop, :close 0} {:instruction boolean_xor, :close 0} {:instruction boolean_shove, :close 0} {:instruction vector_string_dup, :close 0} {:instruction boolean_or, :close 0} {:instruction vector_string_flush, :close 0} {:instruction integer_lt, :close 0} {:instruction vector_string_emptyvector, :close 0} {:instruction vector_string_concat, :close 0} {:instruction float_div, :close 0} {:instruction vector_float_flush, :close 0} {:instruction integer_yank, :close 0} {:instruction boolean_fromfloat, :close 1})",5,0,1,0,1,0,1,0,1,0,1
0488b34b-6681-4923-a7b3-b0eb550580aa,0,894,[],:random,39,32,(exec_do*times () string_emptystring code_car vector_float_conj zip_end? float_fromstring vector_string_subvec code_nthcdr code_do* zip_insert_right_fromcode exec_noop string_replace vector_boolean_occurrencesof integer_add vector_string_emptyvector integer_gte zip_rot vector_integer_yank float_fromstring vector_float_conj print_char exec_s (boolean_eq vector_float_replace return_fromstring) (return_fromexec (float_sin) exec_do*times (float_sin vector_boolean_take vector_float_contains string_swap)) ()),"({:instruction exec_do*times, :close 1} {:instruction string_emptystring, :close 0} {:instruction code_car, :close 0} {:instruction vector_float_conj, :close 0} {:instruction zip_end?, :close 1} {:instruction float_fromstring, :close 0} {:instruction vector_string_subvec, :close 0} {:instruction code_nthcdr, :close 0} {:instruction code_do*, :close 0} {:instruction zip_insert_right_fromcode, :close 0} {:instruction exec_noop, :close 0} {:instruction string_replace, :close 0} {:instruction vector_boolean_occurrencesof, :close 0} {:instruction integer_add, :close 1} {:instruction vector_string_emptyvector, :close 0} {:instruction integer_gte, :close 1} {:instruction zip_rot, :close 1} {:instruction vector_integer_yank, :close 1} {:instruction float_fromstring, :close 0} {:instruction vector_float_conj, :close 0} {:instruction print_char, :close 1} {:instruction exec_s, :close 0} {:instruction boolean_eq, :close 0} {:instruction vector_float_replace, :close 0} {:instruction return_fromstring, :close 1} {:instruction return_fromexec, :close 0} {:instruction float_sin, :close 1} {:instruction exec_do*times, :close 0} {:instruction float_sin, :close 0} {:instruction vector_boolean_take, :close 0} {:instruction vector_float_contains, :close 0} {:instruction string_swap, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
23fdbe2c-00cd-48ab-8c92-cdac22d9fcbe,0,895,[],:random,51,48,(vector_float_last vector_integer_occurrencesof vector_string_emptyvector string_replacefirst boolean_yankdup vector_boolean_butlast vector_string_occurrencesof code_do* boolean_invert_second_then_and vector_float_empty vector_integer_yankdup zip_replace_fromcode string_swap exec_eq string_frominteger vector_string_last return_fromboolean code_append integer_lt vector_string_pop vector_string_conj string_contains vector_float_length float_flush vector_float_stackdepth char_isletter vector_string_stackdepth code_rand vector_string_pushall exec_do*vector_integer (vector_float_replacefirst) return_code_pop zip_yankdup exec_y (vector_float_replace vector_string_occurrencesof vector_string_flush char_isletter string_concat boolean_stackdepth vector_string_eq) vector_boolean_swap integer_yankdup zip_next code_fromziplefts vector_boolean_reverse integer_shove zip_empty),"({:instruction vector_float_last, :close 0} {:instruction vector_integer_occurrencesof, :close 0} {:instruction vector_string_emptyvector, :close 0} {:instruction string_replacefirst, :close 0} {:instruction boolean_yankdup, :close 0} {:instruction vector_boolean_butlast, :close 0} {:instruction vector_string_occurrencesof, :close 0} {:instruction code_do*, :close 0} {:instruction boolean_invert_second_then_and, :close 1} {:instruction vector_float_empty, :close 0} {:instruction vector_integer_yankdup, :close 0} {:instruction zip_replace_fromcode, :close 0} {:instruction string_swap, :close 0} {:instruction exec_eq, :close 0} {:instruction string_frominteger, :close 0} {:instruction vector_string_last, :close 0} {:instruction return_fromboolean, :close 0} {:instruction code_append, :close 0} {:instruction integer_lt, :close 0} {:instruction vector_string_pop, :close 0} {:instruction vector_string_conj, :close 0} {:instruction string_contains, :close 0} {:instruction vector_float_length, :close 0} {:instruction float_flush, :close 0} {:instruction vector_float_stackdepth, :close 0} {:instruction char_isletter, :close 0} {:instruction vector_string_stackdepth, :close 1} {:instruction code_rand, :close 0} {:instruction vector_string_pushall, :close 1} {:instruction exec_do*vector_integer, :close 0} {:instruction vector_float_replacefirst, :close 1} {:instruction return_code_pop, :close 0} {:instruction zip_yankdup, :close 1} {:instruction exec_y, :close 0} {:instruction vector_float_replace, :close 0} {:instruction vector_string_occurrencesof, :close 0} {:instruction vector_string_flush, :close 0} {:instruction char_isletter, :close 0} {:instruction string_concat, :close 0} {:instruction boolean_stackdepth, :close 0} {:instruction vector_string_eq, :close 1} {:instruction vector_boolean_swap, :close 0} {:instruction integer_yankdup, :close 1} {:instruction zip_next, :close 0} {:instruction code_fromziplefts, :close 0} {:instruction vector_boolean_reverse, :close 0} {:instruction integer_shove, :close 0} {:instruction zip_empty, :close 1})",5,1,0,1,0,1,0,1,0,1,0
f75d6aeb-2ec3-42d5-9d13-3df96e9bd907,0,896,[],:random,14,12,(string_yank code_nth string_substring exec_do*vector_string (string_rest vector_string_replace) vector_boolean_last string_concat string_fromchar zip_eq vector_integer_remove 69),"({:instruction string_yank, :close 0} {:instruction code_nth, :close 0} {:instruction string_substring, :close 0} {:instruction exec_do*vector_string, :close 0} {:instruction string_rest, :close 0} {:instruction vector_string_replace, :close 1} {:instruction vector_boolean_last, :close 1} {:instruction string_concat, :close 1} {:instruction string_fromchar, :close 0} {:instruction zip_eq, :close 0} {:instruction vector_integer_remove, :close 1} {:instruction 69, :close 1})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
978de669-6673-4a6c-af5b-26304b7ee912,0,897,[],:random,31,26,(vector_float_replacefirst vector_boolean_rest string_first zip_end? float_sub vector_integer_replace zip_prev code_fromboolean exec_swap (float_cos vector_float_contains zip_yank zip_insert_child_fromexec (float_pop integer_add vector_string_subvec vector_string_occurrencesof vector_float_contains string_rest vector_boolean_empty char_iswhitespace) float_mod) (vector_integer_eq exec_noop vector_string_dup print_exec ())),"({:instruction vector_float_replacefirst, :close 0} {:instruction vector_boolean_rest, :close 0} {:instruction string_first, :close 0} {:instruction zip_end?, :close 0} {:instruction float_sub, :close 0} {:instruction vector_integer_replace, :close 0} {:instruction zip_prev, :close 0} {:instruction code_fromboolean, :close 0} {:instruction exec_swap, :close 0} {:instruction float_cos, :close 0} {:instruction vector_float_contains, :close 0} {:instruction zip_yank, :close 0} {:instruction zip_insert_child_fromexec, :close 0} {:instruction float_pop, :close 0} {:instruction integer_add, :close 0} {:instruction vector_string_subvec, :close 0} {:instruction vector_string_occurrencesof, :close 0} {:instruction vector_float_contains, :close 0} {:instruction string_rest, :close 0} {:instruction vector_boolean_empty, :close 0} {:instruction char_iswhitespace, :close 1} {:instruction float_mod, :close 1} {:instruction vector_integer_eq, :close 0} {:instruction exec_noop, :close 0} {:instruction vector_string_dup, :close 0} {:instruction print_exec, :close 0})",5,1,0,1,0,1,0,1,0,1,0
75c52f64-47cb-4138-80fc-8b200b60fe35,0,898,[],:random,36,32,(integer_lte vector_string_replacefirst return_frominteger char_isletter exec_fromziplefts char_allfromstring vector_float_conj boolean_dup string_contains zip_insert_child_fromexec (string_occurrencesofchar vector_integer_length exec_while () vector_float_emptyvector boolean_fromfloat return_fromboolean vector_float_conj) string_removechar vector_float_shove code_swap vector_boolean_emptyvector exec_while (vector_boolean_first vector_float_replacefirst) integer_swap float_lt string_replacefirstchar vector_boolean_shove code_do*range char_shove string_flush vector_boolean_yank),"({:instruction integer_lte, :close 0} {:instruction vector_string_replacefirst, :close 1} {:instruction return_frominteger, :close 0} {:instruction char_isletter, :close 0} {:instruction exec_fromziplefts, :close 1} {:instruction char_allfromstring, :close 0} {:instruction vector_float_conj, :close 0} {:instruction boolean_dup, :close 1} {:instruction string_contains, :close 0} {:instruction zip_insert_child_fromexec, :close 0} {:instruction string_occurrencesofchar, :close 0} {:instruction vector_integer_length, :close 0} {:instruction exec_while, :close 1} {:instruction vector_float_emptyvector, :close 0} {:instruction boolean_fromfloat, :close 0} {:instruction return_fromboolean, :close 0} {:instruction vector_float_conj, :close 2} {:instruction string_removechar, :close 0} {:instruction vector_float_shove, :close 0} {:instruction code_swap, :close 0} {:instruction vector_boolean_emptyvector, :close 1} {:instruction exec_while, :close 0} {:instruction vector_boolean_first, :close 0} {:instruction vector_float_replacefirst, :close 1} {:instruction integer_swap, :close 0} {:instruction float_lt, :close 0} {:instruction string_replacefirstchar, :close 0} {:instruction vector_boolean_shove, :close 1} {:instruction code_do*range, :close 0} {:instruction char_shove, :close 0} {:instruction string_flush, :close 0} {:instruction vector_boolean_yank, :close 1})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
6c62ac98-f070-4fe6-8e64-c7616c759b7a,0,899,[],:random,37,35,(code_atom vector_boolean_flush vector_string_conj vector_boolean_stackdepth vector_string_dup vector_integer_concat vector_boolean_emptyvector zip_insert_right_fromexec (vector_boolean_dup vector_float_contains string_frominteger return_fromchar) return_integer_pop boolean_yank environment_new string_first code_append vector_float_pushall vector_float_contains vector_string_pushall zip_remove code_dup zip_end? vector_integer_subvec vector_float_subvec string_rest string_empty zip_next vector_boolean_swap vector_boolean_rest code_rand zip_insert_left_fromexec (float_inc vector_boolean_concat)),"({:instruction code_atom, :close 0} {:instruction vector_boolean_flush, :close 0} {:instruction vector_string_conj, :close 0} {:instruction vector_boolean_stackdepth, :close 0} {:instruction vector_string_dup, :close 0} {:instruction vector_integer_concat, :close 0} {:instruction vector_boolean_emptyvector, :close 0} {:instruction zip_insert_right_fromexec, :close 0} {:instruction vector_boolean_dup, :close 0} {:instruction vector_float_contains, :close 0} {:instruction string_frominteger, :close 0} {:instruction return_fromchar, :close 1} {:instruction return_integer_pop, :close 0} {:instruction boolean_yank, :close 0} {:instruction environment_new, :close 0} {:instruction string_first, :close 1} {:instruction code_append, :close 0} {:instruction vector_float_pushall, :close 0} {:instruction vector_float_contains, :close 0} {:instruction vector_string_pushall, :close 0} {:instruction zip_remove, :close 1} {:instruction code_dup, :close 0} {:instruction zip_end?, :close 0} {:instruction vector_integer_subvec, :close 0} {:instruction vector_float_subvec, :close 0} {:instruction string_rest, :close 0} {:instruction string_empty, :close 1} {:instruction noop_delete_prev_paren_pair, :close 0} {:instruction zip_next, :close 1} {:instruction vector_boolean_swap, :close 0} {:instruction vector_boolean_rest, :close 0} {:instruction code_rand, :close 0} {:instruction zip_insert_left_fromexec, :close 0} {:instruction float_inc, :close 0} {:instruction vector_boolean_concat, :close 1})",5,0,1,0,1,0,1,0,1,0,1
224b4e4f-93bb-4008-9f2d-50491e1b5f76,0,900,[],:random,3,2,(char_rot boolean_yank),"({:instruction char_rot, :close 1} {:instruction boolean_yank, :close 0})",10000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
cec22bd0-e401-4ad4-9b90-5035053d65d4,0,901,[],:random,53,46,(vector_float_dup exec_pop () code_if float_lte exec_do*vector_integer (vector_boolean_take string_fromfloat char_shove code_swap float_div code_nthcdr code_fromziplefts exec_yank string_replacefirstchar boolean_flush vector_float_replacefirst string_replacechar vector_boolean_flush vector_integer_last vector_boolean_eq exec_swap (zip_next zip_eq boolean_or) (boolean_empty code_if return_boolean_pop zip_fromcode) string_fromfloat exec_if (integer_inc return_fromfloat exec_eq char_stackdepth char_isletter zip_branch?) () return_integer_pop zip_replace_fromcode) string_shove vector_float_shove code_empty zip_prev code_do*count vector_string_remove vector_boolean_concat exec_yankdup),"({:instruction vector_float_dup, :close 0} {:instruction exec_pop, :close 1} {:instruction code_if, :close 0} {:instruction float_lte, :close 1} {:instruction exec_do*vector_integer, :close 0} {:instruction vector_boolean_take, :close 0} {:instruction string_fromfloat, :close 0} {:instruction char_shove, :close 0} {:instruction code_swap, :close 0} {:instruction float_div, :close 0} {:instruction code_nthcdr, :close 0} {:instruction code_fromziplefts, :close 0} {:instruction exec_yank, :close 0} {:instruction string_replacefirstchar, :close 0} {:instruction boolean_flush, :close 0} {:instruction vector_float_replacefirst, :close 0} {:instruction string_replacechar, :close 0} {:instruction vector_boolean_flush, :close 0} {:instruction vector_integer_last, :close 0} {:instruction vector_boolean_eq, :close 0} {:instruction exec_swap, :close 0} {:instruction zip_next, :close 0} {:instruction zip_eq, :close 0} {:instruction boolean_or, :close 1} {:instruction boolean_empty, :close 0} {:instruction code_if, :close 0} {:instruction return_boolean_pop, :close 0} {:instruction zip_fromcode, :close 1} {:instruction string_fromfloat, :close 0} {:instruction exec_if, :close 0} {:instruction integer_inc, :close 0} {:instruction return_fromfloat, :close 0} {:instruction exec_eq, :close 0} {:instruction char_stackdepth, :close 0} {:instruction char_isletter, :close 0} {:instruction zip_branch?, :close 2} {:instruction return_integer_pop, :close 0} {:instruction zip_replace_fromcode, :close 3} {:instruction string_shove, :close 0} {:instruction vector_float_shove, :close 0} {:instruction code_empty, :close 0} {:instruction zip_prev, :close 0} {:instruction code_do*count, :close 0} {:instruction vector_string_remove, :close 0} {:instruction vector_boolean_concat, :close 0} {:instruction exec_yankdup, :close 0})",5,1,0,1,0,1,0,1,0,1,0
222fee9a-3c26-489a-a036-a122df91fad9,0,902,[],:random,24,18,(vector_integer_last in1 vector_boolean_conj exec_if () () print_vector_boolean print_integer char_isletter vector_integer_reverse exec_dup (code_rand exec_swap (vector_string_length) (integer_empty float_yank) code_fromzipnode) vector_float_first environment_end float_rot),"({:instruction vector_integer_last, :close 0} {:instruction in1, :close 0} {:instruction vector_boolean_conj, :close 1} {:instruction exec_if, :close 2} {:instruction print_vector_boolean, :close 0} {:instruction print_integer, :close 1} {:instruction char_isletter, :close 1} {:instruction vector_integer_reverse, :close 0} {:instruction exec_dup, :close 0} {:instruction code_rand, :close 0} {:instruction exec_swap, :close 0} {:instruction vector_string_length, :close 1} {:instruction integer_empty, :close 0} {:instruction float_yank, :close 1} {:instruction code_fromzipnode, :close 1} {:instruction vector_float_first, :close 0} {:instruction environment_end, :close 0} {:instruction float_rot, :close 0})",5,1,0,1,0,1,0,1,0,1,0
20102840-6350-4b73-a22f-5fd228af70be,0,903,[],:random,52,50,(vector_integer_flush zip_remove boolean_flush string_fromboolean zip_rot vector_string_shove code_shove return_fromfloat vector_string_emptyvector string_take vector_integer_last integer_shove string_rot boolean_or float_add vector_float_stackdepth char_empty vector_float_subvec code_do* boolean_dup zip_fromexec (vector_string_first code_insert) char_eq code_do*range code_wrap char_rot zip_up exec_eq vector_string_rest integer_fromstring zip_rot float_rot code_position exec_fromziprights vector_float_indexof vector_integer_indexof 79 vector_integer_replacefirst vector_integer_conj vector_integer_set integer_shove vector_integer_set float_div vector_boolean_swap char_iswhitespace exec_fromziprights vector_boolean_rot string_containschar char_fromfloat),"({:instruction vector_integer_flush, :close 0} {:instruction zip_remove, :close 0} {:instruction boolean_flush, :close 1} {:instruction string_fromboolean, :close 1} {:instruction zip_rot, :close 0} {:instruction vector_string_shove, :close 0} {:instruction code_shove, :close 0} {:instruction return_fromfloat, :close 0} {:instruction vector_string_emptyvector, :close 0} {:instruction string_take, :close 0} {:instruction vector_integer_last, :close 0} {:instruction integer_shove, :close 1} {:instruction string_rot, :close 0} {:instruction boolean_or, :close 2} {:instruction float_add, :close 0} {:instruction vector_float_stackdepth, :close 0} {:instruction char_empty, :close 0} {:instruction vector_float_subvec, :close 0} {:instruction code_do*, :close 0} {:instruction boolean_dup, :close 1} {:instruction zip_fromexec, :close 0} {:instruction vector_string_first, :close 0} {:instruction code_insert, :close 1} {:instruction char_eq, :close 0} {:instruction code_do*range, :close 0} {:instruction code_wrap, :close 1} {:instruction char_rot, :close 0} {:instruction zip_up, :close 0} {:instruction exec_eq, :close 0} {:instruction vector_string_rest, :close 0} {:instruction integer_fromstring, :close 1} {:instruction zip_rot, :close 1} {:instruction float_rot, :close 0} {:instruction code_position, :close 0} {:instruction exec_fromziprights, :close 0} {:instruction vector_float_indexof, :close 0} {:instruction vector_integer_indexof, :close 1} {:instruction 79, :close 0} {:instruction vector_integer_replacefirst, :close 1} {:instruction vector_integer_conj, :close 0} {:instruction vector_integer_set, :close 0} {:instruction integer_shove, :close 0} {:instruction vector_integer_set, :close 0} {:instruction float_div, :close 0} {:instruction vector_boolean_swap, :close 1} {:instruction char_iswhitespace, :close 0} {:instruction exec_fromziprights, :close 0} {:instruction vector_boolean_rot, :close 0} {:instruction string_containschar, :close 0} {:instruction char_fromfloat, :close 0})",5,0,1,0,1,0,1,0,1,0,1
0a96beef-9d7c-4b36-ad5b-8e2569c7a8f9,0,904,[],:random,49,46,(boolean_rot vector_boolean_subvec integer_gte print_string vector_float_yank vector_float_length vector_integer_eq print_vector_string vector_integer_replace vector_float_yankdup code_fromzipnode vector_integer_emptyvector code_do*range string_occurrencesofchar code_fromziplefts vector_integer_concat code_nthcdr string_stackdepth string_pop code_cons vector_string_take print_vector_string string_eq char_dup string_last vector_float_pop code_insert boolean_not vector_float_empty vector_float_rest boolean_yank string_concat string_take vector_float_yank code_dup integer_min code_extract string_dup zip_insert_right_fromexec () vector_string_contains exec_yank integer_yank vector_integer_replace zip_insert_right_fromexec (code_eq string_containschar)),"({:instruction boolean_rot, :close 0} {:instruction vector_boolean_subvec, :close 0} {:instruction integer_gte, :close 0} {:instruction print_string, :close 0} {:instruction vector_float_yank, :close 0} {:instruction vector_float_length, :close 0} {:instruction vector_integer_eq, :close 0} {:instruction print_vector_string, :close 0} {:instruction vector_integer_replace, :close 0} {:instruction vector_float_yankdup, :close 0} {:instruction code_fromzipnode, :close 1} {:instruction vector_integer_emptyvector, :close 1} {:instruction code_do*range, :close 0} {:instruction string_occurrencesofchar, :close 0} {:instruction code_fromziplefts, :close 0} {:instruction vector_integer_concat, :close 0} {:instruction code_nthcdr, :close 0} {:instruction string_stackdepth, :close 0} {:instruction string_pop, :close 0} {:instruction code_cons, :close 0} {:instruction vector_string_take, :close 1} {:instruction print_vector_string, :close 0} {:instruction string_eq, :close 1} {:instruction char_dup, :close 0} {:instruction string_last, :close 0} {:instruction vector_float_pop, :close 1} {:instruction code_insert, :close 0} {:instruction boolean_not, :close 0} {:instruction vector_float_empty, :close 0} {:instruction vector_float_rest, :close 0} {:instruction boolean_yank, :close 0} {:instruction string_concat, :close 0} {:instruction string_take, :close 0} {:instruction vector_float_yank, :close 0} {:instruction code_dup, :close 1} {:instruction integer_min, :close 0} {:instruction code_extract, :close 0} {:instruction string_dup, :close 0} {:instruction zip_insert_right_fromexec, :close 1} {:instruction vector_string_contains, :close 1} {:instruction exec_yank, :close 0} {:instruction integer_yank, :close 1} {:instruction vector_integer_replace, :close 0} {:instruction zip_insert_right_fromexec, :close 0} {:instruction code_eq, :close 0} {:instruction string_containschar, :close 0})",5,1,0,1,0,1,0,1,0,1,0
a4369029-0188-44e6-882c-7ed226307312,0,905,[],:random,49,44,(string_stackdepth vector_string_pushall string_fromboolean vector_boolean_length vector_string_flush vector_boolean_length string_empty print_vector_string string_stackdepth print_vector_boolean vector_integer_dup integer_dup integer_lt integer_fromboolean return_char_pop exec_while (vector_integer_pop vector_boolean_emptyvector float_mult integer_gt string_length code_insert code_car zip_shove environment_begin) string_swap return_float_pop char_iswhitespace zip_insert_left_fromexec () string_rot vector_float_concat string_first zip_swap integer_min float_yank exec_do*vector_boolean (print_char) vector_float_yank zip_branch? exec_while (char_flush string_fromchar char_rot) integer_add),"({:instruction string_stackdepth, :close 1} {:instruction vector_string_pushall, :close 0} {:instruction string_fromboolean, :close 0} {:instruction vector_boolean_length, :close 0} {:instruction vector_string_flush, :close 0} {:instruction vector_boolean_length, :close 2} {:instruction string_empty, :close 0} {:instruction print_vector_string, :close 1} {:instruction string_stackdepth, :close 0} {:instruction print_vector_boolean, :close 0} {:instruction vector_integer_dup, :close 0} {:instruction integer_dup, :close 1} {:instruction integer_lt, :close 1} {:instruction integer_fromboolean, :close 1} {:instruction return_char_pop, :close 0} {:instruction exec_while, :close 0} {:instruction vector_integer_pop, :close 0} {:instruction vector_boolean_emptyvector, :close 0} {:instruction float_mult, :close 0} {:instruction integer_gt, :close 0} {:instruction string_length, :close 0} {:instruction code_insert, :close 0} {:instruction code_car, :close 0} {:instruction zip_shove, :close 0} {:instruction environment_begin, :close 3} {:instruction string_swap, :close 1} {:instruction return_float_pop, :close 1} {:instruction char_iswhitespace, :close 0} {:instruction zip_insert_left_fromexec, :close 1} {:instruction string_rot, :close 0} {:instruction vector_float_concat, :close 0} {:instruction string_first, :close 0} {:instruction zip_swap, :close 0} {:instruction integer_min, :close 1} {:instruction float_yank, :close 0} {:instruction exec_do*vector_boolean, :close 0} {:instruction print_char, :close 1} {:instruction vector_float_yank, :close 1} {:instruction zip_branch?, :close 0} {:instruction exec_while, :close 0} {:instruction char_flush, :close 0} {:instruction string_fromchar, :close 0} {:instruction char_rot, :close 1} {:instruction integer_add, :close 0})",5,0,1,0,1,0,1,0,1,0,1
d2069d9c-7ea5-40af-9171-2952e47493b3,0,906,[],:random,52,48,(vector_string_length vector_boolean_pushall code_extract print_vector_float vector_integer_empty char_iswhitespace vector_integer_rest vector_float_indexof print_integer char_shove return_float_pop integer_min exec_noop float_sin vector_float_pop code_yank string_emptystring integer_dec vector_float_replacefirst char_frominteger vector_string_conj vector_float_yank vector_float_flush vector_boolean_remove return_char_pop float_dup vector_string_flush exec_do*while (environment_begin boolean_empty vector_integer_rot code_extract) vector_string_pop code_atom exec_empty zip_right exec_dup () exec_when () vector_integer_first string_conjchar string_concat string_substring string_stackdepth vector_string_set float_tan boolean_shove vector_string_shove vector_integer_remove),"({:instruction vector_string_length, :close 0} {:instruction vector_boolean_pushall, :close 1} {:instruction code_extract, :close 0} {:instruction print_vector_float, :close 0} {:instruction vector_integer_empty, :close 0} {:instruction char_iswhitespace, :close 0} {:instruction vector_integer_rest, :close 1} {:instruction vector_float_indexof, :close 0} {:instruction print_integer, :close 0} {:instruction char_shove, :close 0} {:instruction return_float_pop, :close 0} {:instruction integer_min, :close 0} {:instruction exec_noop, :close 1} {:instruction float_sin, :close 0} {:instruction vector_float_pop, :close 0} {:instruction code_yank, :close 0} {:instruction string_emptystring, :close 0} {:instruction integer_dec, :close 0} {:instruction vector_float_replacefirst, :close 0} {:instruction char_frominteger, :close 0} {:instruction vector_string_conj, :close 0} {:instruction vector_float_yank, :close 0} {:instruction vector_float_flush, :close 0} {:instruction vector_boolean_remove, :close 0} {:instruction return_char_pop, :close 0} {:instruction float_dup, :close 0} {:instruction vector_string_flush, :close 0} {:instruction exec_do*while, :close 0} {:instruction environment_begin, :close 0} {:instruction boolean_empty, :close 0} {:instruction vector_integer_rot, :close 0} {:instruction code_extract, :close 1} {:instruction vector_string_pop, :close 0} {:instruction code_atom, :close 0} {:instruction exec_empty, :close 0} {:instruction zip_right, :close 0} {:instruction exec_dup, :close 1} {:instruction exec_when, :close 1} {:instruction vector_integer_first, :close 0} {:instruction string_conjchar, :close 0} {:instruction string_concat, :close 0} {:instruction string_substring, :close 0} {:instruction string_stackdepth, :close 1} {:instruction vector_string_set, :close 0} {:instruction float_tan, :close 0} {:instruction boolean_shove, :close 1} {:instruction vector_string_shove, :close 2} {:instruction vector_integer_remove, :close 0})",5,1,0,1,0,1,0,1,0,1,0
